Tweet,Fallacy Evaluation
"@Uberficker @keysdiver76 @NancyPelosi I have only seen your feedback since I told that guy so long, @Uberficker and am entertained.
Bless your heart for continuing to give him the time of day.","No, the tweet does not contain an Ad Hominem fallacy. The commenter is not attacking the character or personal traits of the individuals (@Uberficker, @keysdiver76, @NancyPelosi) but rather expressing amusement at the situation and acknowledging the time given to someone else. There is no direct attack on the person's argument or position."
@PeachyAmerican @keysdiver76 @NancyPelosi It was entertaining for a while.😉,"No, the tweet does not contain an Ad Hominem fallacy. The message does not attack any individual's character or personal attributes as a means to discredit their argument. It simply expresses that something was entertaining and includes a wink emoticon, which does not relate to any logical fallacy."
@Uberficker @keysdiver76 @NancyPelosi I tend to agree with that. But I usually cut it off to try to preserve my sanity. I would like to retain my IQ and not let these idiots zap away a few points. 😂,"Yes, the tweet contains an Ad Hominem fallacy. The speaker is dismissing the arguments of others (implied by ""these idiots"") not by engaging with the actual content of the arguments but by attacking the character of the people making the arguments. The use of the term ""idiots"" is a personal attack meant to undermine the opponents' credibility rather than addressing their points logically."
"@PeachyAmerican @keysdiver76 @NancyPelosi I agree. He's still trying to communicate w me but I it got boring watching him try to mansplain and take a moral high ground... I mean, trump, hahaha... You don't come back from that.","Yes, the tweet contains an Ad Hominem fallacy. The commentator is attacking Trump's character (""trying to mansplain and take a moral high ground"") instead of addressing any specific argument or policy that Trump might have presented. The use of humor (""You don't come back from that"") further indicates a personal attack rather than a reasoned critique of Trump's ideas or actions."
@Uberficker @PeachyAmerican @NancyPelosi And your point?,"No, the given message does not contain an Ad Hominem fallacy. The message is simply asking for a response or point from the mentioned individuals. There is no attack on the person's character or personal traits as part of the argument."
Short-sighted decision to keep Franken in a Senate seat that would have been filled by a Democratic appointee anyway is going to cost Doug Jones the election.,"No, the tweet does not contain an Ad Hominem fallacy. The statement criticizes a political decision regarding the filling of a Senate seat and its potential impact on an election, without attacking the character or motives of the person making the argument. It focuses on the policy and its consequences rather than on the person."
@mattyglesias You can be honest. Is there a contest? How many bad takes can a journalist make in a 24 hour period? Winning isn’t important. You can stop now.,"No, the tweet does not contain an Ad Hominem fallacy. The commenter is questioning the journalist's honesty and criticizing their work, but they are not directly attacking the journalist's character in a way that diverts from the argument's substance. Instead, they are challenging the journalist's credibility and the quality of their work, which is a critique of the argument's content. However, it's worth noting that this could be seen as a form of personal attack or an attempt to undermine the journalist's argument indirectly. The key distinction here is that the commenter is still addressing the argument (the journalist's honesty and work quality), even if in a potentially confrontational manner."
"@Cycle4 @mattyglesias nah it must be a 48 hour competition, that explains his 'suprise' that Trump is so orthodox right wing on economics tweet from yesterday","No, the tweet does not contain an Ad Hominem fallacy. The commenter is not attacking the person (@mattyglesias) personally but is instead suggesting a possible explanation for the content of the tweet. They are engaging with the argument presented (the content of the tweet) rather than attacking the individual making the argument."
"@ALPLPC @mattyglesias True, true.","No, the given tweet does not contain an Ad Hominem fallacy. The tweet simply acknowledges another user's statement with ""True, true."" There is no attack on the person making the argument, nor is there an attempt to discredit the argument by attacking the person."
"@Cycle4 @mattyglesias And I forget, was it him or Chait who had the totally driven by amnesia and deliberate misstating of facts take that Bill should have resigned over Lewinskey?","Yes, the tweet contains an Ad Hominem fallacy. The tweeter is attacking the character or motives of individuals (implied to be Chait and Lewinskey) rather than addressing the actual argument or issue regarding Bill's resignation. The focus on ""driven by amnesia and deliberate misstating of facts"" is an attempt to discredit the individuals involved instead of engaging with the substance of the argument."
"@ALPLPC At this point, it was likely both. I’ve lost track of all the rewriters of history and common sense!","Yes, the tweet contains an element of an Ad Hominem fallacy. The speaker is attacking the character or credibility of the individuals (referred to as ""rewriters of history and common sense"") rather than addressing the actual arguments or evidence presented by those individuals. By focusing on the people rather than the substance of their claims, the speaker is attempting to discredit the argument through personal criticism, which is characteristic of an Ad Hominem fallacy."
"@Cycle4 All of them trying to tie Clinton/Lewinsky to this moment forget that Lewinsky was the instigator, and that Bills problem was an inability to say No, not that he was hitting on women","No, the tweet does not contain an Ad Hominem fallacy. The tweet is addressing the argument by pointing out specific points related to the Lewinsky scandal and the Bills' behavior. It does not attack the character or personal traits of the individuals involved but rather focuses on the issues at hand."
"@Cycle4 Plus it was a real relationship, ongoing for months with gifts exchanged etc, she was only an intern for the first 8 days of their relationship so should be called WH Staffer &amp; so on &amp; so on","No, the given message does not contain an Ad Hominem fallacy. The tweet is discussing the nature of a relationship and the roles of the individuals involved, without attacking the person's character or credibility. However, it does seem to be making a point about the distinction between an intern and a staffer, which could be a matter of debate or misunderstanding rather than a personal attack."
@Cycle4 Its criminal how so many on the supposed left have swallowed and regurgitate discredited GOP Talking Points &amp; language of that time,"No, the tweet does not contain an Ad Hominem fallacy. The user is criticizing the actions of people on the supposed left for regurgitating discredited talking points from the GOP (Grand Old Party, another name for the Republican Party). The criticism is directed at the behavior of the individuals (regurgitating discredited talking points) rather than attacking their character or personal attributes. An Ad Hominem fallacy would involve attacking the person's character or traits instead of addressing the argument they are making."
"@ALPLPC I agree. I’m old enough to have been there, and watching the rewrite has been a nightmare. I know Joe Conason tried valiantly to educate those saying stupid stuff, but I think they stuck their fingers in their ears.","No, the tweet does not contain an Ad Hominem fallacy. The user is expressing their personal experience and opinion about the situation, and while they mention Joe Conason's efforts, they do not directly attack him personally as part of the argument. Instead, they criticize the behavior of others as a response to Conason's attempts to educate, which is a critique of the group's actions rather than a personal attack on Conason himself."
"@Cycle4 The Hunting of the President was one of the most important books in forming my political (not policy) views.  The media has a lot to answer for, their failures during Whitewater directly gave us W and laid the groundwork for Trump","No, the tweet does not contain an Ad Hominem fallacy. The user is expressing their opinion on how a book influenced their political views and criticizing the media's role in political events. There is no direct attack on an individual's character or personal attributes as part of the argument. The criticism is directed at the media's actions and their consequences, which is a separate issue from the person making the argument."
"@Cycle4 And the GOP still has never paid a price, in fact they have been rewarded for their dishonest &amp; destructive politics, its why I supported HRC in 08 with all his feelgood 'no blue or red States' stuff","No, the tweet does not contain an Ad Hominem fallacy. The user is criticizing the GOP's political actions and decisions, and expressing their support for HRC based on their political stance. The argument is focused on the actions and policies of the political parties, not attacking the individuals personally. However, it's worth noting that the tone of the message could be perceived as somewhat biased or dismissive of the GOP's actions, but this does not constitute an Ad Hominem fallacy."
"@ALPLPC I am ready for them to pay a price. I never thought 20 years later they would have widened their destructive path, and yet, here we are. It’s time for the pendulum to swing, and for Dems to swing back.","No, the tweet does not contain an Ad Hominem fallacy. The user is expressing their opinion on a political matter and criticizing a perceived action or policy without attacking the character or personal attributes of any individual. They are not attacking someone's personal traits to undermine their argument."
"@Cycle4 It needs to happen at the ballot box, they need to be electorally rejected on a massive scale repeatedly until they change, but a both-siderist balance matters more than truth media make that unlikely","No, the tweet does not contain an Ad Hominem fallacy. The comment focuses on the idea of electoral processes and the influence of media on political change, without directly attacking an individual's character or personal attributes. The argument is about the mechanisms of political change and the role of media, not about personal characteristics of individuals involved."
"@Cycle4 Obviously I say all this in full appreciation of the fact I'm not telling u anything u don't already know, just wish more ppl knew it","No, the provided message does not contain an Ad Hominem fallacy. The tweet is from a user who is not directly attacking another person's character but is instead expressing a desire for more people to be aware of certain information. There is no direct attack on someone's personal attributes or credibility as part of the argument presented."
"@ALPLPC Oh, I know! It’s good to get it out- maybe someone who doesn’t know will see it and it can spark something.","No, the tweet does not contain an Ad Hominem fallacy. The message seems to be encouraging open discussion and does not attack an individual's character or personal traits as a means to discredit their argument. It lacks any personal attacks and focuses on the idea of sharing information."
@Cycle4 I would like that to be the case but twitter is so siloed now that you're always preaching to the choir. 1 good thing with this time is I now follow lots of never-Trump conservatives and their non-Trump policy tweets get me to confront different views,"No, the tweet does not contain an Ad Hominem fallacy. The user is expressing a personal experience with following different political viewpoints on Twitter and does not attack anyone's character or personal attributes as part of their argument. The comment focuses on the diversity of opinions and the user's engagement with them, rather than criticizing the individuals behind those opinions."
"@ALPLPC Same. I agree with Bill Kristol frequently now, and it makes me think. Which is a good thing, but also confusing. 😂😂","No, the tweet does not contain an Ad Hominem fallacy. The user is expressing their agreement with Bill Kristol and their personal feelings about it, without attacking Kristol's character or dismissing his arguments based on who he is."
"@Cycle4 Yeah, I've managed to avoid agreeing with Kristol, Mostly anyway... but Frum and scarily the old neo-cons sometimes (more often than I like tbh) say non-Trump related things I agree with which is really off-putting","No, the tweet does not contain an Ad Hominem fallacy. The user is expressing their personal feelings about agreeing with certain individuals and their dislike for non-Trump related statements from others. There is no direct attack on the character or personal attributes of the individuals mentioned (Kristol, Frum, or neo-cons) as a means to discredit their arguments. The user is critiquing the content of the statements rather than the person making them."
"@Cycle4 mind you I have never been a 'blame the west' lefty anyway, I've always thought that despite all its faults… https://t.co/zST5OjWKAY","No, the tweet does not contain an Ad Hominem fallacy. The user is addressing a potential stereotype or political label (""blame the west"" lefty) but does not attack the person making an argument based on their character or personal traits. Instead, the user is expressing their own perspective on the matter."
