Tweet,Fallacy Evaluation
Short-sighted decision to keep Franken in a Senate seat that would have been filled by a Democratic appointee anyway is going to cost Doug Jones the election.,"**No** - The message does not contain a Slippery Slope fallacy. It presents a concern about a specific political decision potentially affecting an election outcome. However, it does not argue that one event will lead to a series of increasingly severe consequences without providing evidence for that progression. It's a statement of potential political consequence, not an unsupported chain of events."
@mattyglesias You can be honest. Is there a contest? How many bad takes can a journalist make in a 24 hour period? Winning isn’t important. You can stop now.,"No, this message does not contain a Slippery Slope fallacy. The statement is questioning the honesty of a journalist and the frequency of bad takes within a 24-hour period, without suggesting that one action will lead to a series of worsening consequences. It is a question about journalistic standards and does not present a chain of events based on a single action without sufficient evidence."
"@Cycle4 @mattyglesias nah it must be a 48 hour competition, that explains his 'suprise' that Trump is so orthodox right wing on economics tweet from yesterday","**No** - The message does not contain a Slippery Slope fallacy. The argument presented is a speculative explanation for a specific event (Trump's tweet) and does not suggest that a small action (allowing a 48-hour competition) will lead to a series of worsening consequences without evidence. It is merely attributing a possible reason for Trump's tweet, which is not a logical progression of events."
"@ALPLPC @mattyglesias True, true.","No, this message does not contain a Slippery Slope fallacy. The statement acknowledges a potential issue (the use of plastic bags) and its possible long-term environmental effects. However, it does not suggest that this will lead to a series of increasingly severe consequences without providing evidence for such a progression. It is a concern about a specific issue rather than an unsupported chain of events."
"@Cycle4 @mattyglesias And I forget, was it him or Chait who had the totally driven by amnesia and deliberate misstating of facts take that Bill should have resigned over Lewinskey?","No, this message does not contain a Slippery Slope fallacy. The statement is discussing a specific situation regarding individuals possibly misstating facts and the implication of Bill's resignation over Lewinskey. It does not suggest that one event will lead to a series of worsening consequences without providing evidence for such a progression. The focus is on a particular issue rather than a chain of cause-and-effect scenarios."
"@ALPLPC At this point, it was likely both. I’ve lost track of all the rewriters of history and common sense!","**Yes** - The message suggests that allowing for the rewriting of history and common sense could lead to a series of negative consequences without providing evidence for such a progression. This implies that one action (rewriting history and common sense) will inevitably lead to a cascade of worsening outcomes (losing track of rewriters), which is characteristic of a Slippery Slope fallacy. The argument lacks a clear causal link between the initial action and the purported dire consequences."
"@Cycle4 All of them trying to tie Clinton/Lewinsky to this moment forget that Lewinsky was the instigator, and that Bills problem was an inability to say No, not that he was hitting on women","No, the message does not contain a Slippery Slope fallacy. The argument presented focuses on the distinction between Lewinsky's actions and Bills' inability to say no, which is a critique of the reasoning behind associating the two events. It does not suggest that one event will lead to a series of negative consequences without providing evidence for such a progression. The message is addressing a specific point of contention rather than making a generalized argument about a chain of events."
"@Cycle4 Plus it was a real relationship, ongoing for months with gifts exchanged etc, she was only an intern for the first 8 days of their relationship so should be called WH Staffer &amp; so on &amp; so on",**No** - The message does not contain a Slippery Slope fallacy. The argument presented is about the classification of a relationship based on the duration and nature of the intern's involvement. It does not suggest that a small action (the intern working for 8 days) will lead to a series of increasingly severe consequences without sufficient evidence for that progression. The argument is more about the definition and expectations of a relationship rather than a causal chain of events.
@Cycle4 Its criminal how so many on the supposed left have swallowed and regurgitate discredited GOP Talking Points &amp; language of that time,"**No** - The message provided does not contain a Slippery Slope fallacy. The statement criticizes individuals on the political left for adopting and repeating discredited talking points from the GOP (Grand Old Party, commonly referring to the Republican Party). It does not suggest that a small action or event will lead to a series of worsening consequences without providing evidence for such a progression. The argument is more about political behavior and the use of language rather than a causal chain of events."
"@ALPLPC I agree. I’m old enough to have been there, and watching the rewrite has been a nightmare. I know Joe Conason tried valiantly to educate those saying stupid stuff, but I think they stuck their fingers in their ears.",**No** - The message does not contain a Slippery Slope fallacy. The individual is expressing a personal opinion about the situation and the perceived ineffectiveness of Joe Conason's efforts to address misinformation. There is no argument presented that suggests a small action will lead to a series of worsening consequences without evidence to support such a progression.
"@Cycle4 The Hunting of the President was one of the most important books in forming my political (not policy) views.  The media has a lot to answer for, their failures during Whitewater directly gave us W and laid the groundwork for Trump","No, the message does not contain a Slippery Slope fallacy. The statement is expressing a personal opinion about the influence of a book on the speaker's political views and criticizing the media's role in political events. There is no argument presented that suggests a small action will lead to a series of negative and severe consequences without evidence to support such a progression."
"@Cycle4 And the GOP still has never paid a price, in fact they have been rewarded for their dishonest &amp; destructive politics, its why I supported HRC in 08 with all his feelgood 'no blue or red States' stuff","**No** - The message does not contain a Slippery Slope fallacy. The user is expressing their political opinion and reasoning for supporting a particular candidate in the past. They mention the GOP's (Grand Old Party, often referring to the Republican Party) perceived dishonesty and destructive politics, and the candidate's (Hillary Clinton) stance on not dividing the country by blue or red states. This argument does not suggest that one action will lead to a series of worsening consequences without providing evidence for such a progression. Instead, it is a critique of political behavior and a justification for a past political choice."
"@ALPLPC I am ready for them to pay a price. I never thought 20 years later they would have widened their destructive path, and yet, here we are. It’s time for the pendulum to swing, and for Dems to swing back.","**Yes** - The message suggests that if something (implied to be a previous action or policy) is allowed or not addressed, it will inevitably lead to a widening of a ""destructive path,"" without providing evidence for this inevitable progression. The argument implies a chain reaction of negative outcomes (""the pendulum to swing, and for Dems to swing back"") without substantiating the causal link between the initial action and the purported extreme consequences. This fits the pattern of a Slippery Slope fallacy."
"@Cycle4 It needs to happen at the ballot box, they need to be electorally rejected on a massive scale repeatedly until they change, but a both-siderist balance matters more than truth media make that unlikely","**No** - The message does not contain a Slippery Slope fallacy. The argument presented is about the need for electoral action against a certain group or ideology and the importance of balance in media representation. It does not suggest that a small action (e.g., voting against a certain group) will lead to a series of increasingly severe consequences without providing evidence for such a progression. Instead, it discusses a strategy for change through repeated electoral rejection and the role of media balance, which are separate issues from the progression of events typically associated with a Slippery Slope fallacy."
"@Cycle4 Obviously I say all this in full appreciation of the fact I'm not telling u anything u don't already know, just wish more ppl knew it","**No** - The message provided does not contain a Slippery Slope fallacy. The user is not arguing that one action will lead to a series of worsening consequences without evidence. Instead, they are expressing a wish for more people to be aware of something, which is a statement of opinion rather than a logical argument with a slippery slope progression."
"@ALPLPC Oh, I know! It’s good to get it out- maybe someone who doesn’t know will see it and it can spark something.","No, this message does not contain a Slippery Slope fallacy. The statement suggests that sharing information could potentially inspire or inform someone who is unaware of it. There is no progression of increasingly severe consequences being argued without sufficient evidence. The message is more about the positive potential of sharing knowledge rather than a chain of negative events."
@Cycle4 I would like that to be the case but twitter is so siloed now that you're always preaching to the choir. 1 good thing with this time is I now follow lots of never-Trump conservatives and their non-Trump policy tweets get me to confront different views,"**No** - The message does not contain a Slippery Slope fallacy. The user is expressing a concern about Twitter's echo chamber effect and the benefits of following diverse political views. There is no argument presented that suggests a small action will lead to a series of negative and unsupported consequences. The user's statement is more about social dynamics and personal growth through exposure to different perspectives, rather than a chain of causation that lacks evidence."
"@ALPLPC Same. I agree with Bill Kristol frequently now, and it makes me think. Which is a good thing, but also confusing. 😂😂",**No** - The message does not contain a Slippery Slope fallacy. The user is expressing agreement with Bill Kristol's viewpoints and acknowledging that it leads to some confusion. There is no argument presented that suggests a small action will lead to a series of worsening consequences without evidence to support such a progression.
"@Cycle4 Yeah, I've managed to avoid agreeing with Kristol, Mostly anyway... but Frum and scarily the old neo-cons sometimes (more often than I like tbh) say non-Trump related things I agree with which is really off-putting",**No** - The message does not contain a Slippery Sloar fallacy. The user is expressing their personal feelings about agreeing with certain individuals on non-Trump related topics. There is no argument presented that suggests a small action or event will lead to a series of increasingly severe consequences without sufficient evidence for that progression.
"@Cycle4 mind you I have never been a 'blame the west' lefty anyway, I've always thought that despite all its faults… https://t.co/zST5OjWKAY","**No** - The message does not contain a Slippery Slope fallacy. The user is expressing their personal belief that the West, despite its faults, is not to be blamed for everything. There is no argument presented that suggests a small action or event will lead to a series of increasingly severe consequences without sufficient evidence for that progression."
